,destinationCountry,destinationCurrency,destinationAmount,originCountry,originCurrency,originAmount,state,destinationMethod,originMethod,transactionId,originUserId,destinationUserId,hour_sin,hour_cos,day_sin,day_cos,week_day_sin,week_day_cos
10,IN,INR,10000.0,IN,INR,10000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,4087624972428250018628631290658279293,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
11,IN,INR,101328.0,IN,INR,101328.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,f82fa91e03b9469aa057b2fd97444cd0,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
12,IN,INR,100.0,IN,INR,100.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,135885734077787752889759567228505136132,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
13,IN,INR,5686.08,IN,INR,5686.08,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,35244106409682492462439741201816912944,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
14,IN,INR,7853.0,IN,INR,7853.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,33312de54e834bd99406b58e4a5dd5fc,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
15,IN,INR,300000.0,IN,INR,300000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,4e727094c4bc4e9bbf380e32202b56ea,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0b85951b-c817-499e-ad17-453e5feaf87c,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
16,IN,INR,20090.0,IN,INR,20090.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,cd4271c0c9f8489cb9a5b707a9a29437,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
17,IN,INR,8500.0,IN,INR,8500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,300812855811926921920473921911489810486,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
18,IN,INR,100649.1,IN,INR,100649.1,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,923396622683494fbf5eace33edc0dc9,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
19,IN,INR,10846.0,IN,INR,10846.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,170138848563030412834018817980473304397,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
20,IN,INR,50000.0,IN,INR,50000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,153353987073162059684177854760913152807,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
21,IN,INR,5000.0,IN,INR,5000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,227908030924203840346753049709176824284,N/A,4115204f-2efe-4b49-920d-79959524e44b,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
22,IN,INR,30000.0,IN,INR,30000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,76831873598044578154426014028590777407,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
23,IN,INR,45000.0,IN,INR,45000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,95597478305443217813982819681952388535,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
24,IN,INR,199939.0,IN,INR,199939.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,168605915433725803888730810778033414614,N/A,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
25,IN,INR,36000.0,IN,INR,36000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,72197138941840030859970135698609080413,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
26,IN,INR,9000.0,IN,INR,9000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,266455943948515541671324850271183367315,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
27,IN,INR,199979.0,IN,INR,199979.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,40217869517197660802738044728576895941,N/A,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
28,IN,INR,199985.0,IN,INR,199985.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,152276186367075184312559773374434460500,N/A,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
29,IN,INR,199997.0,IN,INR,199997.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,293137194244782783866184501325540442341,N/A,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
30,IN,INR,200000.0,IN,INR,200000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,243172166596008567195635303324330987277,N/A,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
31,IN,INR,8500.0,IN,INR,8500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,24077724523399083963708244241893620970,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
32,IN,INR,1800.0,IN,INR,1800.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,278433695243739263246984913153235090119,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
33,IN,INR,25000.0,IN,INR,25000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,259292736321091636647259851208591509070,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
34,IN,INR,10000.0,IN,INR,10000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,6533488330053009484025570762108637294,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
35,IN,INR,1.0,IN,INR,1.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,a84afae854fd4966b4144294428e69ac,6e43825d-eb33-48a8-a375-af8b96029052,f05c4939-c6be-4b44-9281-ede53770cbfd,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
36,IN,INR,1200.0,IN,INR,1200.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,51751902119151739868661899251803203224,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
37,IN,INR,188991.91,IN,INR,188991.91,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,387bc78f2aff44019dcfb59a74a1cbfb,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
38,IN,INR,8771.56,IN,INR,8771.56,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,bf06e914ad9b433e99f4c8ecce4739f1,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
39,IN,INR,20000.0,IN,INR,20000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,25492113247999407823382121408546575609,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
40,IN,INR,30000.0,IN,INR,30000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,8aaf93c9cb3043da83274ccba45f471b,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
41,IN,INR,50000.0,IN,INR,50000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,63b001c938e74310a30294ad722aac52,5406e6f6-11ab-4168-b0eb-b6f68d5eb15e,5ca38000-a81f-4814-8a0e-bda3d91bb483,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
42,IN,INR,1800.0,IN,INR,1800.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,266005132834260690165138925743130695215,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
43,IN,INR,13497.6,IN,INR,13497.6,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,9950210170bf41f1a51e864dba101dc5,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
44,IN,INR,2550.0,IN,INR,2550.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,42444489667501167799200521078104607579,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
45,IN,INR,4190.0,IN,INR,4190.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,30b2897a10194b7183f93ad2a8470150,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
46,IN,INR,24083.09,IN,INR,24083.09,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,9c2aaf700f5e4589a306135afe1bf055,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.258819045102521,-0.9659258262890682,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
47,IN,INR,100.0,IN,INR,100.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,208500496299266217341611568784926618472,N/A,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
48,IN,INR,510.0,IN,INR,510.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,109940183148269071128969825445171457398,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
49,IN,INR,4420.0,IN,INR,4420.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,292197383275847400910657079544801168313,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
50,IN,INR,5894.0,IN,INR,5894.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,d13ac9eee2424bafa627e33b3dc870ae,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
51,IN,INR,14880.02,IN,INR,14880.02,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,806f7de1c8a5426f9ded0cdf2ce73035,0cdfb6ac-c633-4ee7-a2d3-bbbf03bfdadd,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
52,IN,INR,8419.0,IN,INR,8419.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,55249aae82a24db3a9e3fe920368435b,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
53,IN,INR,23970.89,IN,INR,23970.89,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,b083a5c7abe34b8abad4eb96cf898c85,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
54,IN,INR,40000.0,IN,INR,40000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,cb3bb7a52a9745d8bf3f312301dcd901,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
55,IN,INR,6578.0,IN,INR,6578.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,4635a4ea3d3c4ee98e78dd9f57669603,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
56,IN,INR,10119.6,IN,INR,10119.6,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,f3e2ea0b98e44f628efa21cb3ee1a1d7,0cdfb6ac-c633-4ee7-a2d3-bbbf03bfdadd,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
57,IN,INR,13075.8,IN,INR,13075.8,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,4e995c29f6a147b7af093b3c71a942ca,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
58,IN,INR,6267.0,IN,INR,6267.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,31a48bad845349c5ab9e4e302ae907b6,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
59,IN,INR,16338.0,IN,INR,16338.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,7a12ac78c3b3461489afccb9249c0cd1,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
60,IN,INR,5434.0,IN,INR,5434.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,eae972b4ace8464bb066c38e1290ccae,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
61,IN,INR,450000.0,IN,INR,450000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,fcb998d0b670422c8957143f76bd4c21,2f6ec341-9075-4aaa-9db2-9fd5d8597f97,0b85951b-c817-499e-ad17-453e5feaf87c,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
62,IN,INR,17075.3,IN,INR,17075.3,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,831ed1375636416284dfac432fd7b982,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
63,IN,INR,10911.12,IN,INR,10911.12,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,ffc0b8491bec4353ac0786f2fa93dcd0,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
64,IN,INR,1900.0,IN,INR,1900.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,112778877470565568852931853519577600200,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
65,IN,INR,3646.97,IN,INR,3646.97,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,00c09e3a651c4bed99eac9afd02ef477,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
66,IN,INR,30000.0,IN,INR,30000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,474e2e3c06d04ae9b47e351528970392,5ca38000-a81f-4814-8a0e-bda3d91bb483,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
67,IN,INR,115936.12,IN,INR,115936.12,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,b570624561e346cca53e8cd1db956bd9,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
68,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,173854373700407753962355605088862250942,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
69,IN,INR,100777.88,IN,INR,100777.88,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,a5dbade8b2554faab5fc90669c331231,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
70,IN,INR,1755.0,IN,INR,1755.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,a52c3fc1d0384f2cb20872d17a67fda9,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
71,IN,INR,1600.0,IN,INR,1600.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,258038658481590178231804636060513611674,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
72,IN,INR,1200.0,IN,INR,1200.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,24311741471206292720220956824960095852,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
73,IN,INR,2000.0,IN,INR,2000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,200232873182717871542610004795079687607,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
74,IN,INR,38336.0,IN,INR,38336.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,60d556f083a4480084d5ae4dffcd7881,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
75,IN,INR,25537.65,IN,INR,25537.65,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,f3e3eae5f2b449f48d3ea99c765b8cbf,0cdfb6ac-c633-4ee7-a2d3-bbbf03bfdadd,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
76,IN,INR,100000.0,IN,INR,100000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,f5467de5c8404b8db8737ab88ee8e7b5,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
77,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,6027b9344a32423484318256b9dffa16,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
78,IN,INR,24000.0,IN,INR,24000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,ecb449b4bd044103adc9e182efc96c36,0cdfb6ac-c633-4ee7-a2d3-bbbf03bfdadd,N/A,0.49999999999999994,-0.8660254037844387,-0.9033558023246842,-0.4288919379124841,0.43388373911756595,-0.9009688679024154
